table,selector,tap,row,col,expected
LSPCodebookL1,-1,-1,60,7,14909
LSPCodebookL1,-1,-1,60,8,19236
LSPCodebookL1,-1,-1,60,9,20341
LSPCodebookL1,-1,-1,61,0,1740
LSPCodebookL1,-1,-1,61,1,2491
LSPCodebookL1,-1,-1,61,2,3488
LSPCodebookL1,-1,-1,61,3,8138
LSPCodebookL1,-1,-1,61,4,9656
LSPCodebookL1,-1,-1,61,5,11153
LSPCodebookL1,-1,-1,61,6,13206
LSPCodebookL1,-1,-1,61,7,14688
LSPCodebookL1,-1,-1,61,8,20896
LSPCodebookL1,-1,-1,61,9,21907
LSPCodebookL1,-1,-1,62,0,2199
LSPCodebookL1,-1,-1,62,1,2881
LSPCodebookL1,-1,-1,62,2,4675
LSPCodebookL1,-1,-1,62,3,8527
LSPCodebookL1,-1,-1,62,4,10051
LSPCodebookL1,-1,-1,62,5,11408
LSPCodebookL1,-1,-1,62,6,14435
LSPCodebookL1,-1,-1,62,7,15463
LSPCodebookL1,-1,-1,62,8,17190
LSPCodebookL1,-1,-1,62,9,20597
LSPCodebookL1,-1,-1,63,0,1943
LSPCodebookL1,-1,-1,63,1,2988
LSPCodebookL1,-1,-1,63,2,4177
LSPCodebookL1,-1,-1,63,3,6039
LSPCodebookL1,-1,-1,63,4,7478
LSPCodebookL1,-1,-1,63,5,8536
LSPCodebookL1,-1,-1,63,6,14181
LSPCodebookL1,-1,-1,63,7,15551
LSPCodebookL1,-1,-1,63,8,17622
LSPCodebookL1,-1,-1,63,9,21579
LSPCodebookL1,-1,-1,64,0,1825
LSPCodebookL1,-1,-1,64,1,3175
LSPCodebookL1,-1,-1,64,2,7062
LSPCodebookL1,-1,-1,64,3,9818
LSPCodebookL1,-1,-1,64,4,12824
LSPCodebookL1,-1,-1,64,5,15450
LSPCodebookL1,-1,-1,64,6,18330
LSPCodebookL1,-1,-1,64,7,19856
LSPCodebookL1,-1,-1,64,8,21830
LSPCodebookL1,-1,-1,64,9,22412
LSPCodebookL1,-1,-1,65,0,2464
LSPCodebookL1,-1,-1,65,1,3046
LSPCodebookL1,-1,-1,65,2,4822
LSPCodebookL1,-1,-1,65,3,5977
LSPCodebookL1,-1,-1,65,4,7696
LSPCodebookL1,-1,-1,65,5,15398
LSPCodebookL1,-1,-1,65,6,16730
LSPCodebookL1,-1,-1,65,7,17646
LSPCodebookL1,-1,-1,65,8,20588
LSPCodebookL1,-1,-1,65,9,21320
LSPCodebookL1,-1,-1,66,0,2550
LSPCodebookL1,-1,-1,66,1,3393
LSPCodebookL1,-1,-1,66,2,5305
LSPCodebookL1,-1,-1,66,3,6920
LSPCodebookL1,-1,-1,66,4,10235
LSPCodebookL1,-1,-1,66,5,14083
LSPCodebookL1,-1,-1,66,6,18143
LSPCodebookL1,-1,-1,66,7,19195
LSPCodebookL1,-1,-1,66,8,20681
LSPCodebookL1,-1,-1,66,9,21336
LSPCodebookL1,-1,-1,67,0,3003
LSPCodebookL1,-1,-1,67,1,3799
LSPCodebookL1,-1,-1,67,2,5321
LSPCodebookL1,-1,-1,67,3,6437
LSPCodebookL1,-1,-1,67,4,7919
LSPCodebookL1,-1,-1,67,5,11643
LSPCodebookL1,-1,-1,67,6,15810
LSPCodebookL1,-1,-1,67,7,16846
LSPCodebookL1,-1,-1,67,8,18119
LSPCodebookL1,-1,-1,67,9,18980
LSPCodebookL1,-1,-1,68,0,3455
LSPCodebookL1,-1,-1,68,1,4157
LSPCodebookL1,-1,-1,68,2,6838
LSPCodebookL1,-1,-1,68,3,8199
LSPCodebookL1,-1,-1,68,4,9877
LSPCodebookL1,-1,-1,68,5,12314
LSPCodebookL1,-1,-1,68,6,15905
LSPCodebookL1,-1,-1,68,7,16826
LSPCodebookL1,-1,-1,68,8,19949
LSPCodebookL1,-1,-1,68,9,20892
LSPCodebookL1,-1,-1,69,0,3052
LSPCodebookL1,-1,-1,69,1,3769
LSPCodebookL1,-1,-1,69,2,4891
LSPCodebookL1,-1,-1,69,3,5810
LSPCodebookL1,-1,-1,69,4,6977
LSPCodebookL1,-1,-1,69,5,10126
LSPCodebookL1,-1,-1,69,6,14788
LSPCodebookL1,-1,-1,69,7,15990
LSPCodebookL1,-1,-1,69,8,19773
LSPCodebookL1,-1,-1,69,9,20904
LSPCodebookL1,-1,-1,70,0,3671
LSPCodebookL1,-1,-1,70,1,4356
LSPCodebookL1,-1,-1,70,2,5827
LSPCodebookL1,-1,-1,70,3,6997
LSPCodebookL1,-1,-1,70,4,8460
LSPCodebookL1,-1,-1,70,5,12084
LSPCodebookL1,-1,-1,70,6,14154
LSPCodebookL1,-1,-1,70,7,14939
LSPCodebookL1,-1,-1,70,8,19247
LSPCodebookL1,-1,-1,70,9,20423
LSPCodebookL1,-1,-1,71,0,2716
LSPCodebookL1,-1,-1,71,1,3684
LSPCodebookL1,-1,-1,71,2,5246
LSPCodebookL1,-1,-1,71,3,6686
LSPCodebookL1,-1,-1,71,4,8463
LSPCodebookL1,-1,-1,71,5,10001
LSPCodebookL1,-1,-1,71,6,12394
LSPCodebookL1,-1,-1,71,7,14131
LSPCodebookL1,-1,-1,71,8,16150
LSPCodebookL1,-1,-1,71,9,19776
LSPCodebookL1,-1,-1,72,0,1945
LSPCodebookL1,-1,-1,72,1,2638
LSPCodebookL1,-1,-1,72,2,4130
LSPCodebookL1,-1,-1,72,3,7995
LSPCodebookL1,-1,-1,72,4,14338
LSPCodebookL1,-1,-1,72,5,15576
LSPCodebookL1,-1,-1,72,6,17057
LSPCodebookL1,-1,-1,72,7,18206
LSPCodebookL1,-1,-1,72,8,20225
LSPCodebookL1,-1,-1,72,9,20997
LSPCodebookL1,-1,-1,73,0,2304
LSPCodebookL1,-1,-1,73,1,2928
LSPCodebookL1,-1,-1,73,2,4122
LSPCodebookL1,-1,-1,73,3,4824
LSPCodebookL1,-1,-1,73,4,5640
LSPCodebookL1,-1,-1,73,5,13139
LSPCodebookL1,-1,-1,73,6,15825
LSPCodebookL1,-1,-1,73,7,16938
LSPCodebookL1,-1,-1,73,8,20108
LSPCodebookL1,-1,-1,73,9,21054
LSPCodebookL1,-1,-1,74,0,1800
LSPCodebookL1,-1,-1,74,1,2516
LSPCodebookL1,-1,-1,74,2,3350
LSPCodebookL1,-1,-1,74,3,5219
LSPCodebookL1,-1,-1,74,4,13406
LSPCodebookL1,-1,-1,74,5,15948
LSPCodebookL1,-1,-1,74,6,17618
LSPCodebookL1,-1,-1,74,7,18540
LSPCodebookL1,-1,-1,74,8,20531
LSPCodebookL1,-1,-1,74,9,21252
LSPCodebookL1,-1,-1,75,0,1436
LSPCodebookL1,-1,-1,75,1,2224
LSPCodebookL1,-1,-1,75,2,2753
LSPCodebookL1,-1,-1,75,3,4546
LSPCodebookL1,-1,-1,75,4,9657
LSPCodebookL1,-1,-1,75,5,11245
LSPCodebookL1,-1,-1,75,6,15177
LSPCodebookL1,-1,-1,75,7,16317
LSPCodebookL1,-1,-1,75,8,17489
LSPCodebookL1,-1,-1,75,9,19135
LSPCodebookL1,-1,-1,76,0,2319
LSPCodebookL1,-1,-1,76,1,2899
LSPCodebookL1,-1,-1,76,2,4980
LSPCodebookL1,-1,-1,76,3,6936
LSPCodebookL1,-1,-1,76,4,8404
LSPCodebookL1,-1,-1,76,5,13489
LSPCodebookL1,-1,-1,76,6,15554
LSPCodebookL1,-1,-1,76,7,16281
LSPCodebookL1,-1,-1,76,8,20270
LSPCodebookL1,-1,-1,76,9,20911
LSPCodebookL1,-1,-1,77,0,2187
LSPCodebookL1,-1,-1,77,1,2919
LSPCodebookL1,-1,-1,77,2,4610
LSPCodebookL1,-1,-1,77,3,5875
LSPCodebookL1,-1,-1,77,4,7390
LSPCodebookL1,-1,-1,77,5,12556
LSPCodebookL1,-1,-1,77,6,14033
LSPCodebookL1,-1,-1,77,7,16794
LSPCodebookL1,-1,-1,77,8,20998
LSPCodebookL1,-1,-1,77,9,21769
LSPCodebookL1,-1,-1,78,0,2235
LSPCodebookL1,-1,-1,78,1,2923
LSPCodebookL1,-1,-1,78,2,5121
LSPCodebookL1,-1,-1,78,3,6259
LSPCodebookL1,-1,-1,78,4,8099
LSPCodebookL1,-1,-1,78,5,13589
LSPCodebookL1,-1,-1,78,6,15340
LSPCodebookL1,-1,-1,78,7,16340
LSPCodebookL1,-1,-1,78,8,17927
LSPCodebookL1,-1,-1,78,9,20159
LSPCodebookL1,-1,-1,79,0,1765
LSPCodebookL1,-1,-1,79,1,2638
LSPCodebookL1,-1,-1,79,2,3751
LSPCodebookL1,-1,-1,79,3,5730
LSPCodebookL1,-1,-1,79,4,7883
LSPCodebookL1,-1,-1,79,5,10108
LSPCodebookL1,-1,-1,79,6,13633
LSPCodebookL1,-1,-1,79,7,15419
LSPCodebookL1,-1,-1,79,8,16808
LSPCodebookL1,-1,-1,79,9,18574
LSPCodebookL1,-1,-1,80,0,3460
LSPCodebookL1,-1,-1,80,1,5741
LSPCodebookL1,-1,-1,80,2,9596
LSPCodebookL1,-1,-1,80,3,11742
LSPCodebookL1,-1,-1,80,4,14413
LSPCodebookL1,-1,-1,80,5,16080
LSPCodebookL1,-1,-1,80,6,18173
LSPCodebookL1,-1,-1,80,7,19090
LSPCodebookL1,-1,-1,80,8,20845
LSPCodebookL1,-1,-1,80,9,21601
LSPCodebookL1,-1,-1,81,0,3735
LSPCodebookL1,-1,-1,81,1,4426
LSPCodebookL1,-1,-1,81,2,6199
LSPCodebookL1,-1,-1,81,3,7363
LSPCodebookL1,-1,-1,81,4,9250
LSPCodebookL1,-1,-1,81,5,14489
LSPCodebookL1,-1,-1,81,6,16035
LSPCodebookL1,-1,-1,81,7,17026
LSPCodebookL1,-1,-1,81,8,19873
LSPCodebookL1,-1,-1,81,9,20876
LSPCodebookL1,-1,-1,82,0,3521
LSPCodebookL1,-1,-1,82,1,4778
LSPCodebookL1,-1,-1,82,2,6887
LSPCodebookL1,-1,-1,82,3,8680
LSPCodebookL1,-1,-1,82,4,12717
LSPCodebookL1,-1,-1,82,5,14322
LSPCodebookL1,-1,-1,82,6,15950
LSPCodebookL1,-1,-1,82,7,18050
LSPCodebookL1,-1,-1,82,8,20166
LSPCodebookL1,-1,-1,82,9,21145
LSPCodebookL1,-1,-1,83,0,2141
LSPCodebookL1,-1,-1,83,1,2968
LSPCodebookL1,-1,-1,83,2,6865
LSPCodebookL1,-1,-1,83,3,8051
LSPCodebookL1,-1,-1,83,4,10010
LSPCodebookL1,-1,-1,83,5,13159
LSPCodebookL1,-1,-1,83,6,14813
LSPCodebookL1,-1,-1,83,7,15861
LSPCodebookL1,-1,-1,83,8,17528
LSPCodebookL1,-1,-1,83,9,18655
LSPCodebookL1,-1,-1,84,0,4148
LSPCodebookL1,-1,-1,84,1,6128
LSPCodebookL1,-1,-1,84,2,9028
LSPCodebookL1,-1,-1,84,3,10871
LSPCodebookL1,-1,-1,84,4,12686
LSPCodebookL1,-1,-1,84,5,14005
LSPCodebookL1,-1,-1,84,6,15976
LSPCodebookL1,-1,-1,84,7,17208
LSPCodebookL1,-1,-1,84,8,19587
LSPCodebookL1,-1,-1,84,9,20595
LSPCodebookL1,-1,-1,85,0,4403
LSPCodebookL1,-1,-1,85,1,5367
LSPCodebookL1,-1,-1,85,2,6634
LSPCodebookL1,-1,-1,85,3,8371
LSPCodebookL1,-1,-1,85,4,10163
LSPCodebookL1,-1,-1,85,5,11599
LSPCodebookL1,-1,-1,85,6,14963
LSPCodebookL1,-1,-1,85,7,16331
LSPCodebookL1,-1,-1,85,8,17982
LSPCodebookL1,-1,-1,85,9,18768
LSPCodebookL1,-1,-1,86,0,4091
LSPCodebookL1,-1,-1,86,1,5386
LSPCodebookL1,-1,-1,86,2,6852
LSPCodebookL1,-1,-1,86,3,8770
LSPCodebookL1,-1,-1,86,4,11563
LSPCodebookL1,-1,-1,86,5,13290
LSPCodebookL1,-1,-1,86,6,15728
LSPCodebookL1,-1,-1,86,7,16930
LSPCodebookL1,-1,-1,86,8,19056
LSPCodebookL1,-1,-1,86,9,20102
LSPCodebookL1,-1,-1,87,0,2746
LSPCodebookL1,-1,-1,87,1,3625
LSPCodebookL1,-1,-1,87,2,5299
LSPCodebookL1,-1,-1,87,3,7504
LSPCodebookL1,-1,-1,87,4,10262
LSPCodebookL1,-1,-1,87,5,11432
LSPCodebookL1,-1,-1,87,6,13172
LSPCodebookL1,-1,-1,87,7,15490
LSPCodebookL1,-1,-1,87,8,16875
LSPCodebookL1,-1,-1,87,9,17514
LSPCodebookL1,-1,-1,88,0,2248
LSPCodebookL1,-1,-1,88,1,3556
LSPCodebookL1,-1,-1,88,2,8539
LSPCodebookL1,-1,-1,88,3,10590
LSPCodebookL1,-1,-1,88,4,12665
LSPCodebookL1,-1,-1,88,5,14696
LSPCodebookL1,-1,-1,88,6,16515
LSPCodebookL1,-1,-1,88,7,17824
LSPCodebookL1,-1,-1,88,8,20268
LSPCodebookL1,-1,-1,88,9,21247
LSPCodebookL1,-1,-1,89,0,1279
LSPCodebookL1,-1,-1,89,1,1960
LSPCodebookL1,-1,-1,89,2,3920
LSPCodebookL1,-1,-1,89,3,7793
LSPCodebookL1,-1,-1,89,4,10153
LSPCodebookL1,-1,-1,89,5,14753
LSPCodebookL1,-1,-1,89,6,16646
LSPCodebookL1,-1,-1,89,7,18139
LSPCodebookL1,-1,-1,89,8,20679
LSPCodebookL1,-1,-1,89,9,21466
LSPCodebookL1,-1,-1,90,0,2440
LSPCodebookL1,-1,-1,90,1,3475
LSPCodebookL1,-1,-1,90,2,6737
LSPCodebookL1,-1,-1,90,3,8654
LSPCodebookL1,-1,-1,90,4,12190
LSPCodebookL1,-1,-1,90,5,14588
LSPCodebookL1,-1,-1,90,6,17119
LSPCodebookL1,-1,-1,90,7,17925
LSPCodebookL1,-1,-1,90,8,19110
LSPCodebookL1,-1,-1,90,9,19979
LSPCodebookL1,-1,-1,91,0,1879
LSPCodebookL1,-1,-1,91,1,2514
LSPCodebookL1,-1,-1,91,2,4497
LSPCodebookL1,-1,-1,91,3,7572
LSPCodebookL1,-1,-1,91,4,10017
LSPCodebookL1,-1,-1,91,5,14948
LSPCodebookL1,-1,-1,91,6,16141
LSPCodebookL1,-1,-1,91,7,16897
LSPCodebookL1,-1,-1,91,8,18397
LSPCodebookL1,-1,-1,91,9,19376
LSPCodebookL1,-1,-1,92,0,2804
LSPCodebookL1,-1,-1,92,1,3688
LSPCodebookL1,-1,-1,92,2,7490
LSPCodebookL1,-1,-1,92,3,10086
LSPCodebookL1,-1,-1,92,4,11218
LSPCodebookL1,-1,-1,92,5,12711
LSPCodebookL1,-1,-1,92,6,16307
LSPCodebookL1,-1,-1,92,7,17470
LSPCodebookL1,-1,-1,92,8,20077
LSPCodebookL1,-1,-1,92,9,21126
LSPCodebookL1,-1,-1,93,0,2023
LSPCodebookL1,-1,-1,93,1,2682
LSPCodebookL1,-1,-1,93,2,3873
LSPCodebookL1,-1,-1,93,3,8268
LSPCodebookL1,-1,-1,93,4,10255
LSPCodebookL1,-1,-1,93,5,11645
LSPCodebookL1,-1,-1,93,6,15187
LSPCodebookL1,-1,-1,93,7,17102
LSPCodebookL1,-1,-1,93,8,18965
LSPCodebookL1,-1,-1,93,9,19788
LSPCodebookL1,-1,-1,94,0,2823
LSPCodebookL1,-1,-1,94,1,3605
LSPCodebookL1,-1,-1,94,2,5815
LSPCodebookL1,-1,-1,94,3,8595
LSPCodebookL1,-1,-1,94,4,10085
LSPCodebookL1,-1,-1,94,5,11469
LSPCodebookL1,-1,-1,94,6,16568
LSPCodebookL1,-1,-1,94,7,17462
LSPCodebookL1,-1,-1,94,8,18754
LSPCodebookL1,-1,-1,94,9,19876
LSPCodebookL1,-1,-1,95,0,2851
LSPCodebookL1,-1,-1,95,1,3681
LSPCodebookL1,-1,-1,95,2,5280
LSPCodebookL1,-1,-1,95,3,7648
LSPCodebookL1,-1,-1,95,4,9173
LSPCodebookL1,-1,-1,95,5,10338
LSPCodebookL1,-1,-1,95,6,14961
LSPCodebookL1,-1,-1,95,7,16148
LSPCodebookL1,-1,-1,95,8,17559
LSPCodebookL1,-1,-1,95,9,18474
LSPCodebookL1,-1,-1,96,0,1348
LSPCodebookL1,-1,-1,96,1,2645
LSPCodebookL1,-1,-1,96,2,5826
LSPCodebookL1,-1,-1,96,3,8785
LSPCodebookL1,-1,-1,96,4,10620
LSPCodebookL1,-1,-1,96,5,12831
LSPCodebookL1,-1,-1,96,6,16255
LSPCodebookL1,-1,-1,96,7,18319
LSPCodebookL1,-1,-1,96,8,21133
LSPCodebookL1,-1,-1,96,9,22586
LSPCodebookL1,-1,-1,97,0,2141
LSPCodebookL1,-1,-1,97,1,3036
LSPCodebookL1,-1,-1,97,2,4293
LSPCodebookL1,-1,-1,97,3,6082
LSPCodebookL1,-1,-1,97,4,7593
LSPCodebookL1,-1,-1,97,5,10629
LSPCodebookL1,-1,-1,97,6,17158
LSPCodebookL1,-1,-1,97,7,18033
LSPCodebookL1,-1,-1,97,8,21466
LSPCodebookL1,-1,-1,97,9,22084
LSPCodebookL1,-1,-1,98,0,1608
LSPCodebookL1,-1,-1,98,1,2375
LSPCodebookL1,-1,-1,98,2,3384
LSPCodebookL1,-1,-1,98,3,6878
LSPCodebookL1,-1,-1,98,4,9970
LSPCodebookL1,-1,-1,98,5,11227
LSPCodebookL1,-1,-1,98,6,16928
LSPCodebookL1,-1,-1,98,7,17650
LSPCodebookL1,-1,-1,98,8,20185
LSPCodebookL1,-1,-1,98,9,21120
LSPCodebookL1,-1,-1,99,0,2774
LSPCodebookL1,-1,-1,99,1,3616
LSPCodebookL1,-1,-1,99,2,5014
LSPCodebookL1,-1,-1,99,3,6557
LSPCodebookL1,-1,-1,99,4,7788
LSPCodebookL1,-1,-1,99,5,8959
LSPCodebookL1,-1,-1,99,6,17068
LSPCodebookL1,-1,-1,99,7,18302
LSPCodebookL1,-1,-1,99,8,19537
LSPCodebookL1,-1,-1,99,9,20542
LSPCodebookL1,-1,-1,100,0,1934
LSPCodebookL1,-1,-1,100,1,4813
LSPCodebookL1,-1,-1,100,2,6204
LSPCodebookL1,-1,-1,100,3,7212
LSPCodebookL1,-1,-1,100,4,8979
LSPCodebookL1,-1,-1,100,5,11665
LSPCodebookL1,-1,-1,100,6,15989
LSPCodebookL1,-1,-1,100,7,17811
LSPCodebookL1,-1,-1,100,8,20426
LSPCodebookL1,-1,-1,100,9,21703
LSPCodebookL1,-1,-1,101,0,2288
LSPCodebookL1,-1,-1,101,1,3507
LSPCodebookL1,-1,-1,101,2,5037
LSPCodebookL1,-1,-1,101,3,6841
LSPCodebookL1,-1,-1,101,4,8278
LSPCodebookL1,-1,-1,101,5,9638
LSPCodebookL1,-1,-1,101,6,15066
LSPCodebookL1,-1,-1,101,7,16481
LSPCodebookL1,-1,-1,101,8,21653
LSPCodebookL1,-1,-1,101,9,22214
LSPCodebookL1,-1,-1,102,0,2951
LSPCodebookL1,-1,-1,102,1,3771
LSPCodebookL1,-1,-1,102,2,4878
LSPCodebookL1,-1,-1,102,3,7578
LSPCodebookL1,-1,-1,102,4,9016
LSPCodebookL1,-1,-1,102,5,10298
LSPCodebookL1,-1,-1,102,6,14490
LSPCodebookL1,-1,-1,102,7,15242
LSPCodebookL1,-1,-1,102,8,20223
LSPCodebookL1,-1,-1,102,9,20990
LSPCodebookL1,-1,-1,103,0,3256
LSPCodebookL1,-1,-1,103,1,4791
LSPCodebookL1,-1,-1,103,2,6601
LSPCodebookL1,-1,-1,103,3,7521
LSPCodebookL1,-1,-1,103,4,8644
LSPCodebookL1,-1,-1,103,5,9707
LSPCodebookL1,-1,-1,103,6,13398
LSPCodebookL1,-1,-1,103,7,16078
LSPCodebookL1,-1,-1,103,8,19102
LSPCodebookL1,-1,-1,103,9,20249
LSPCodebookL1,-1,-1,104,0,1827
LSPCodebookL1,-1,-1,104,1,2614
LSPCodebookL1,-1,-1,104,2,3486
LSPCodebookL1,-1,-1,104,3,6039
LSPCodebookL1,-1,-1,104,4,12149
LSPCodebookL1,-1,-1,104,5,13823
LSPCodebookL1,-1,-1,104,6,16191
LSPCodebookL1,-1,-1,104,7,17282
LSPCodebookL1,-1,-1,104,8,21423
LSPCodebookL1,-1,-1,104,9,22041
LSPCodebookL1,-1,-1,105,0,1000
LSPCodebookL1,-1,-1,105,1,1704
LSPCodebookL1,-1,-1,105,2,3002
LSPCodebookL1,-1,-1,105,3,6335
LSPCodebookL1,-1,-1,105,4,8471
LSPCodebookL1,-1,-1,105,5,10500
LSPCodebookL1,-1,-1,105,6,14878
LSPCodebookL1,-1,-1,105,7,16979
LSPCodebookL1,-1,-1,105,8,20026
LSPCodebookL1,-1,-1,105,9,22427
LSPCodebookL1,-1,-1,106,0,1646
LSPCodebookL1,-1,-1,106,1,2286
LSPCodebookL1,-1,-1,106,2,3109
LSPCodebookL1,-1,-1,106,3,7245
LSPCodebookL1,-1,-1,106,4,11493
LSPCodebookL1,-1,-1,106,5,12791
LSPCodebookL1,-1,-1,106,6,16824
LSPCodebookL1,-1,-1,106,7,17667
LSPCodebookL1,-1,-1,106,8,18981
LSPCodebookL1,-1,-1,106,9,20222
LSPCodebookL1,-1,-1,107,0,1708
LSPCodebookL1,-1,-1,107,1,2501
LSPCodebookL1,-1,-1,107,2,3315
LSPCodebookL1,-1,-1,107,3,6737
LSPCodebookL1,-1,-1,107,4,8729
LSPCodebookL1,-1,-1,107,5,9924
LSPCodebookL1,-1,-1,107,6,16089
LSPCodebookL1,-1,-1,107,7,17097
LSPCodebookL1,-1,-1,107,8,18374
LSPCodebookL1,-1,-1,107,9,19917
LSPCodebookL1,-1,-1,108,0,2623
LSPCodebookL1,-1,-1,108,1,3510
LSPCodebookL1,-1,-1,108,2,4478
LSPCodebookL1,-1,-1,108,3,5645
LSPCodebookL1,-1,-1,108,4,9862
LSPCodebookL1,-1,-1,108,5,11115
LSPCodebookL1,-1,-1,108,6,15219
LSPCodebookL1,-1,-1,108,7,18067
LSPCodebookL1,-1,-1,108,8,19583
LSPCodebookL1,-1,-1,108,9,20382
LSPCodebookL1,-1,-1,109,0,2518
LSPCodebookL1,-1,-1,109,1,3434
LSPCodebookL1,-1,-1,109,2,4728
LSPCodebookL1,-1,-1,109,3,6388
LSPCodebookL1,-1,-1,109,4,8082
LSPCodebookL1,-1,-1,109,5,9285
LSPCodebookL1,-1,-1,109,6,13162
LSPCodebookL1,-1,-1,109,7,18383
LSPCodebookL1,-1,-1,109,8,19819
LSPCodebookL1,-1,-1,109,9,20552
LSPCodebookL1,-1,-1,110,0,1726
LSPCodebookL1,-1,-1,110,1,2383
LSPCodebookL1,-1,-1,110,2,4090
LSPCodebookL1,-1,-1,110,3,6303
LSPCodebookL1,-1,-1,110,4,7805
LSPCodebookL1,-1,-1,110,5,12845
LSPCodebookL1,-1,-1,110,6,14612
LSPCodebookL1,-1,-1,110,7,17608
LSPCodebookL1,-1,-1,110,8,19269
LSPCodebookL1,-1,-1,110,9,20181
LSPCodebookL1,-1,-1,111,0,2860
LSPCodebookL1,-1,-1,111,1,3735
LSPCodebookL1,-1,-1,111,2,4838
LSPCodebookL1,-1,-1,111,3,6044
LSPCodebookL1,-1,-1,111,4,7254
LSPCodebookL1,-1,-1,111,5,8402
LSPCodebookL1,-1,-1,111,6,14031
LSPCodebookL1,-1,-1,111,7,16381
LSPCodebookL1,-1,-1,111,8,18037
LSPCodebookL1,-1,-1,111,9,19410
LSPCodebookL1,-1,-1,112,0,4247
LSPCodebookL1,-1,-1,112,1,5993
LSPCodebookL1,-1,-1,112,2,7952
LSPCodebookL1,-1,-1,112,3,9792
LSPCodebookL1,-1,-1,112,4,12342
LSPCodebookL1,-1,-1,112,5,14653
LSPCodebookL1,-1,-1,112,6,17527
LSPCodebookL1,-1,-1,112,7,18774
LSPCodebookL1,-1,-1,112,8,20831
LSPCodebookL1,-1,-1,112,9,21699
LSPCodebookL1,-1,-1,113,0,3502
LSPCodebookL1,-1,-1,113,1,4051
LSPCodebookL1,-1,-1,113,2,5680
LSPCodebookL1,-1,-1,113,3,6805
LSPCodebookL1,-1,-1,113,4,8146
LSPCodebookL1,-1,-1,113,5,11945
LSPCodebookL1,-1,-1,113,6,16649
LSPCodebookL1,-1,-1,113,7,17444
LSPCodebookL1,-1,-1,113,8,20390
LSPCodebookL1,-1,-1,113,9,21564
LSPCodebookL1,-1,-1,114,0,3151
LSPCodebookL1,-1,-1,114,1,4893
LSPCodebookL1,-1,-1,114,2,5899
LSPCodebookL1,-1,-1,114,3,7198
LSPCodebookL1,-1,-1,114,4,11418
LSPCodebookL1,-1,-1,114,5,13073
LSPCodebookL1,-1,-1,114,6,15124
LSPCodebookL1,-1,-1,114,7,17673
LSPCodebookL1,-1,-1,114,8,20520
LSPCodebookL1,-1,-1,114,9,21861
LSPCodebookL1,-1,-1,115,0,3960
LSPCodebookL1,-1,-1,115,1,4848
LSPCodebookL1,-1,-1,115,2,5926
LSPCodebookL1,-1,-1,115,3,7259
LSPCodebookL1,-1,-1,115,4,8811
LSPCodebookL1,-1,-1,115,5,10529
LSPCodebookL1,-1,-1,115,6,15661
LSPCodebookL1,-1,-1,115,7,16560
LSPCodebookL1,-1,-1,115,8,18196
LSPCodebookL1,-1,-1,115,9,20183
LSPCodebookL1,-1,-1,116,0,4499
LSPCodebookL1,-1,-1,116,1,6604
LSPCodebookL1,-1,-1,116,2,8036
LSPCodebookL1,-1,-1,116,3,9251
LSPCodebookL1,-1,-1,116,4,10804
LSPCodebookL1,-1,-1,116,5,12627
LSPCodebookL1,-1,-1,116,6,15880
LSPCodebookL1,-1,-1,116,7,17512
LSPCodebookL1,-1,-1,116,8,20020
LSPCodebookL1,-1,-1,116,9,21046
LSPCodebookL1,-1,-1,117,0,4251
LSPCodebookL1,-1,-1,117,1,5541
LSPCodebookL1,-1,-1,117,2,6654
LSPCodebookL1,-1,-1,117,3,8318
LSPCodebookL1,-1,-1,117,4,9900
LSPCodebookL1,-1,-1,117,5,11686
LSPCodebookL1,-1,-1,117,6,15100
LSPCodebookL1,-1,-1,117,7,17093
LSPCodebookL1,-1,-1,117,8,20572
LSPCodebookL1,-1,-1,117,9,21687
LSPCodebookL1,-1,-1,118,0,3769
LSPCodebookL1,-1,-1,118,1,5327
LSPCodebookL1,-1,-1,118,2,7865
LSPCodebookL1,-1,-1,118,3,9360
LSPCodebookL1,-1,-1,118,4,10684
LSPCodebookL1,-1,-1,118,5,11818
LSPCodebookL1,-1,-1,118,6,13660
LSPCodebookL1,-1,-1,118,7,15366
LSPCodebookL1,-1,-1,118,8,18733
LSPCodebookL1,-1,-1,118,9,19882
LSPCodebookL1,-1,-1,119,0,3083
LSPCodebookL1,-1,-1,119,1,3969
LSPCodebookL1,-1,-1,119,2,6248
LSPCodebookL1,-1,-1,119,3,8121
LSPCodebookL1,-1,-1,119,4,9798
LSPCodebookL1,-1,-1,119,5,10994
LSPCodebookL1,-1,-1,119,6,12393
LSPCodebookL1,-1,-1,119,7,13686
LSPCodebookL1,-1,-1,119,8,17888
LSPCodebookL1,-1,-1,119,9,19105
LSPCodebookL1,-1,-1,120,0,2731
LSPCodebookL1,-1,-1,120,1,4670
LSPCodebookL1,-1,-1,120,2,7063
LSPCodebookL1,-1,-1,120,3,9201
LSPCodebookL1,-1,-1,120,4,11346
LSPCodebookL1,-1,-1,120,5,13735
LSPCodebookL1,-1,-1,120,6,16875
LSPCodebookL1,-1,-1,120,7,18797
LSPCodebookL1,-1,-1,120,8,20787
LSPCodebookL1,-1,-1,120,9,22360
LSPCodebookL1,-1,-1,121,0,1187
LSPCodebookL1,-1,-1,121,1,2227
LSPCodebookL1,-1,-1,121,2,4737
LSPCodebookL1,-1,-1,121,3,7214
LSPCodebookL1,-1,-1,121,4,9622
